date,grid_0,grid_1,grid_2,grid_3,grid_4,grid_5,grid_6,grid_7,grid_8
01 Jan 15:00,-2.77928057886,-2.77921364575,-2.77873976876,-2.77909854177,-2.77922077911,-2.77855033045,-2.77937720406,-2.77950164586,-2.77878885813
01 Jan 16:00,-2.78488135236,-2.78487271470,-2.78423556207,-2.78540819450,-2.78598300320,-2.78478393745,-2.78806088183,-2.79400409309,-2.78741282605
01 Jan 17:00,-2.78814356987,-2.78805780259,-2.78742520383,-2.78877636160,-2.78935234661,-2.78807746149,-2.79210206342,-2.79948853918,-2.79137664034
01 Jan 18:00,-2.79038767565,-2.79028263185,-2.78964242187,-2.79099416042,-2.79154966765,-2.79026571035,-2.79430755494,-2.80173397521,-2.79355741060
01 Jan 19:00,-2.79143257261,-2.79134220871,-2.79070198662,-2.79204629743,-2.79262286945,-2.79133493022,-2.79535501372,-2.80284660751,-2.79462069156
01 Jan 20:00,-2.79218160423,-2.79211269906,-2.79149293849,-2.79280412441,-2.79340432263,-2.79213958754,-2.79609453671,-2.80358872326,-2.79540316172
01 Jan 21:00,-2.79332916266,-2.79326995398,-2.79269590501,-2.79394345129,-2.79454662144,-2.79333993977,-2.79720996924,-2.80462289253,-2.79657508639
01 Jan 22:00,-2.79342888226,-2.79336083361,-2.79285339368,-2.79400077936,-2.79456844721,-2.79345836038,-2.7971897675,-2.80434079672,-2.79661373794
01 Jan 23:00,-2.78553106166,-2.78542223036,-2.78500974371,-2.78601289091,-2.78648974790,-2.78552485776,-2.78908212245,-2.79577349269,-2.78856135455
02 Jan 00:00,-2.77911642666,-2.77896225671,-2.77864137164,-2.77947084045,-2.77981967350,-2.77902292724,-2.78226927114,-2.78818275526,-2.78179507754
02 Jan 01:00,-2.77479668297,-2.77462826924,-2.77436758487,-2.77508027190,-2.77536059652,-2.77467557467,-2.77768592764,-2.78305931459,-2.77725709460
02 Jan 02:00,-2.77151403348,-2.77133154957,-2.77113161853,-2.77176369490,-2.77201136335,-2.77140915787,-2.77433684760,-2.77952703377,-2.77395556716
02 Jan 03:00,-2.76953191514,-2.76937248143,-2.76919488576,-2.76981205312,-2.77009766259,-2.76951031133,-2.77243439446,-2.77773034715,-2.77209896517
02 Jan 04:00,-2.77273704536,-2.77271899310,-2.77245279975,-2.77325459959,-2.77380648490,-2.77302771928,-2.77619908236,-2.78255382969,-2.77591653654
02 Jan 05:00,-2.77945216506,-2.77959376689,-2.77920764322,-2.78018725241,-2.78098920249,-2.78001402086,-2.78322736108,-2.79026878355,-2.78298371739
02 Jan 06:00,-2.23389010796,-2.23306346564,-2.23364524666,-2.23338227106,-2.23280078677,-2.23317691262,-2.23672727664,-2.24114744034,-2.23649658828
02 Jan 07:00,-1.84946770977,-1.85048057863,-1.84928124148,-1.85048194181,-1.85204123315,-1.85030566198,-1.85258452957,-1.85920032155,-1.85233283942
02 Jan 08:00,-1.54817641389,-1.55099947776,-1.54804456263,-1.55069200571,-1.55431057154,-1.55053520849,-1.55112455273,-1.55911733425,-1.55085345708
02 Jan 09:00,-1.41183227407,-1.41732798511,-1.41312204448,-1.41072464890,-1.41735631323,-1.41413711218,-1.38498744777,-1.39026426629,-1.40574308281
02 Jan 10:00,-1.34215770544,-1.35009812912,-1.34685093829,-1.33253589176,-1.34491197091,-1.34533718967,-1.11165872258,-1.2889370954,-1.33150873331
02 Jan 11:00,-1.28046950743,-1.29122583346,-1.28965692208,-1.25078876492,-1.27857030683,-1.28542446827,-1.05771481402,-1.05168611441,-1.26745295927
02 Jan 12:00,-1.23255918517,-1.25340357124,-1.25425660486,-1.06342213718,-1.23206464948,-1.24784790532,-1.02284699198,-0.967649254208,-1.22701051858
02 Jan 13:00,-1.21508162574,-1.24063425131,-1.24698494256,-1.05635498088,-1.08280420381,-1.24036265529,-1.04282203974,-0.962010283743,-1.21998729879
02 Jan 14:00,-1.25796858703,-1.25680732614,-1.2672859395,-1.17225227550,-1.16150733868,-1.26303546435,-1.23605450745,-1.09108631431,-1.25023324049
02 Jan 15:00,-1.29754238900,-1.26499217998,-1.26310419170,-1.29950831321,-1.26366969031,-1.29571044557,-1.29419944745,-1.23737941654,-1.29059268046
02 Jan 16:00,-1.35196085897,-1.35705327154,-1.35054338021,-1.35758475850,-1.36432435913,-1.35604150247,-1.35632147127,-1.3688835618,-1.35468107157
02 Jan 17:00,-1.40394282104,-1.40866554903,-1.40233162689,-1.40917629151,-1.41562051004,-1.40742772860,-1.40919776107,-1.42425755884,-1.40737836921
02 Jan 18:00,-1.41392174538,-1.41780847569,-1.41217920139,-1.41832595891,-1.42376538495,-1.41643842959,-1.41884636333,-1.43302638568,-1.41692897764
02 Jan 19:00,-1.41163191966,-1.41527229095,-1.40985035742,-1.41586923866,-1.42108711584,-1.41395392688,-1.41678838362,-1.43140854215,-1.41484841908
02 Jan 20:00,-1.42922869649,-1.43291248937,-1.42746902559,-1.43360884083,-1.438974043,-1.43173543179,-1.4347787746,-1.45028249865,-1.43286943133
02 Jan 21:00,-2.35342903967,-2.35881112382,-2.35188787534,-2.36007805903,-2.36797733160,-2.35852609966,-2.36131592614,-2.38246857009,-2.35961188578
02 Jan 22:00,-2.60106719125,-2.60234564468,-2.59927807155,-2.60386920187,-2.60671460514,-2.60206534023,-2.60715514916,-2.62169034358,-2.60535684451
02 Jan 23:00,-2.66742775706,-2.66604537184,-2.66567137761,-2.66747554726,-2.66688960361,-2.66569566507,-2.67204301762,-2.6812378864,-2.67035663626
03 Jan 00:00,-2.68999896472,-2.68754612416,-2.68831392481,-2.68886785800,-2.68684381682,-2.68715290081,-2.69379363910,-2.70031314291,-2.69220697007
03 Jan 01:00,-2.69876624447,-2.69593085231,-2.69715903586,-2.69723513422,-2.69472071992,-2.69560624765,-2.70246359733,-2.70827201882,-2.70096534696
03 Jan 02:00,-2.70702114778,-2.70421568403,-2.70550364983,-2.70559299086,-2.70318530741,-2.70407712322,-2.71118763039,-2.71769838432,-2.70978123523
03 Jan 03:00,-2.72228930691,-2.71956195551,-2.72084056138,-2.72089459541,-2.71854257806,-2.71944913695,-2.72627954306,-2.73247458083,-2.72493974351
03 Jan 04:00,-2.72836170773,-2.72562078414,-2.72697649994,-2.72690010861,-2.72448677953,-2.72551844711,-2.73217799977,-2.73794000580,-2.73090024269
03 Jan 05:00,-2.73026661958,-2.72768237399,-2.72895394379,-2.72897104083,-2.72676589987,-2.72767296604,-2.73426158356,-2.74038143918,-2.73305253089
03 Jan 06:00,-2.18143572441,-2.17798920999,-2.18018234448,-2.17892343553,-2.17539768626,-2.17764821105,-2.18419511490,-2.18718163119,-2.18305303291
03 Jan 07:00,-1.79890856249,-1.79719242854,-1.79773040862,-1.79790502927,-1.79646701582,-1.79669236207,-1.80240064644,-1.80819853916,-1.80126011811
03 Jan 08:00,-1.51258413382,-1.51292600770,-1.51150404058,-1.51340057547,-1.51439846262,-1.51226767561,-1.51636408918,-1.52454877168,-1.51524385574
03 Jan 09:00,-1.38316029670,-1.38612341813,-1.38314094592,-1.38138290743,-1.38555185846,-1.38320842608,-1.36478667362,-1.36814565833,-1.37841747734
03 Jan 10:00,-1.31427159169,-1.31894642285,-1.31643224992,-1.3061120985,-1.31408379296,-1.31450404316,-1.21738530361,-1.26996582540,-1.3049358775
03 Jan 11:00,-1.25918952989,-1.26606559324,-1.26522299671,-1.23592875298,-1.25459248036,-1.26079299647,-1.10697526325,-1.09980499169,-1.24818696928
03 Jan 12:00,-1.21567139126,-1.22824809717,-1.22908059571,-1.12470144168,-1.21093430950,-1.22346637746,-1.08683530765,-1.04617389830,-1.20945857611
03 Jan 13:00,-1.22298263361,-1.22845635505,-1.22603367177,-1.19632001059,-1.20102679218,-1.22354797924,-1.18400127197,-1.15387187008,-1.20918755619
03 Jan 14:00,-1.21606076816,-1.21560909132,-1.22185779406,-1.16984683315,-1.16233487759,-1.21795822128,-1.20050667757,-1.11478266533,-1.21088253070
03 Jan 15:00,-1.24730547367,-1.22317662531,-1.22183681109,-1.24844396581,-1.22210910790,-1.24511852767,-1.24631084885,-1.20840219504,-1.24319054647
03 Jan 16:00,-1.30954707677,-1.31274367005,-1.30804540645,-1.31352230116,-1.31811285624,-1.31192713287,-1.31405045290,-1.32578424783,-1.31242313468
03 Jan 17:00,-1.36998804757,-1.37309401917,-1.36843528774,-1.37386822229,-1.37847366566,-1.37222424781,-1.37531551371,-1.38913190950,-1.37363065411
03 Jan 18:00,-1.39172320526,-1.39413472186,-1.39013580189,-1.39492598185,-1.39870597716,-1.39325194060,-1.39690926753,-1.41004065203,-1.39521656778
03 Jan 19:00,-1.39881518536,-1.40104013648,-1.39724462684,-1.40192662967,-1.40557620328,-1.40028998399,-1.40444607741,-1.41827109845,-1.40278275342
03 Jan 20:00,-1.41455971703,-1.41689925550,-1.4130319346,-1.41786618768,-1.42173514015,-1.41629160180,-1.42056891590,-1.43522766719,-1.41895238384
03 Jan 21:00,-2.34844485612,-2.35257540939,-2.34714636181,-2.35410910900,-2.36063904873,-2.35286884870,-2.35697788439,-2.37763027689,-2.35557131064
03 Jan 22:00,-2.58911129104,-2.58920749619,-2.58756179614,-2.59102160186,-2.59259965811,-2.58952873012,-2.59596210768,-2.61023633174,-2.59445599199
03 Jan 23:00,-2.65000200236,-2.64768294817,-2.64846936674,-2.64943731230,-2.64792206141,-2.64795558832,-2.65561655979,-2.66524341361,-2.65420011673
04 Jan 00:00,-2.67807485109,-2.67493371988,-2.67662261140,-2.67666326336,-2.67409672812,-2.67526961245,-2.68335501753,-2.69140914828,-2.68204327559
04 Jan 01:00,-2.69370573527,-2.69026569884,-2.69231574330,-2.69192432132,-2.68892086927,-2.69059046325,-2.69859350757,-2.70555148986,-2.69735108090
04 Jan 02:00,-2.70299438995,-2.69943028567,-2.70166322674,-2.70103554587,-2.69783463886,-2.69976060950,-2.70768927967,-2.71407291942,-2.70650718207
04 Jan 03:00,-2.71069598497,-2.70720374616,-2.70942615549,-2.70878960162,-2.70566604053,-2.70758134040,-2.71541376786,-2.72180678826,-2.71429022704
04 Jan 04:00,-2.71824665131,-2.71494126638,-2.71704326648,-2.71655693172,-2.71369793741,-2.71542847791,-2.72326071585,-2.73025058965,-2.72219920384
04 Jan 05:00,-2.72957692261,-2.72654142636,-2.72843500316,-2.72816900808,-2.72565729099,-2.72711127854,-2.73476273056,-2.74224112428,-2.73375612951
04 Jan 06:00,-2.19371324946,-2.18985289579,-2.19262108756,-2.19116697491,-2.18741847610,-2.19012755148,-2.19789025868,-2.20267161252,-2.19694067563
04 Jan 07:00,-1.81015716417,-1.80791247666,-1.80913034501,-1.80901490560,-1.80721987374,-1.80802858347,-1.81508501595,-1.82261218610,-1.81413083535
04 Jan 08:00,-1.52672063466,-1.52644418856,-1.52578856580,-1.52727882271,-1.52779191631,-1.52636548363,-1.53185763601,-1.54154848621,-1.53092118869
04 Jan 09:00,-1.39514277248,-1.39824039989,-1.39661393053,-1.39221979984,-1.39622350384,-1.39566817401,-1.36412322034,-1.37930768260,-1.39138895669
04 Jan 10:00,-1.29410984549,-1.30251904604,-1.30408246813,-1.27427388784,-1.28989803044,-1.29701341542,-0.581608040108,-1.24226804427,-1.28479270332
04 Jan 11:00,-1.18922453990,-1.20513853608,-1.20985548585,-1.11449544689,-1.17992324841,-1.19815470509,-0.510693247711,-0.550873631367,-1.18092914260
04 Jan 12:00,-1.10953053091,-1.14870189483,-1.15515727355,-0.683732024248,-1.11526884454,-1.14282209014,-0.672923080031,-0.599557947654,-1.12227031839
04 Jan 13:00,-1.13273523693,-1.16367233203,-1.17305405775,-0.92703159841,-0.960123197903,-1.16472403535,-0.92470643412,-0.840067294717,-1.14665090019
04 Jan 14:00,-1.21895893073,-1.21693547555,-1.22676854402,-1.14128327796,-1.13031166101,-1.22182739153,-1.19897008961,-1.07063379436,-1.2125520478
04 Jan 15:00,-1.28754404286,-1.27193186039,-1.26903660108,-1.28760757973,-1.26748285731,-1.28199647102,-1.28529400041,-1.24682643328,-1.27978905924
04 Jan 16:00,-1.35757458967,-1.36026462395,-1.35404753211,-1.36163507891,-1.36599154872,-1.35782292099,-1.36330781294,-1.37814457749,-1.35960519305
04 Jan 17:00,-1.41797924517,-1.42012882980,-1.41402596873,-1.42172271519,-1.42556975257,-1.41744530829,-1.42454658910,-1.44145166293,-1.42044526021
04 Jan 18:00,-1.43644056616,-1.43768391863,-1.43225944859,-1.43925333986,-1.44195244005,-1.43471872164,-1.44232028280,-1.45773043196,-1.43802347641
04 Jan 19:00,-1.43892250356,-1.43978591922,-1.43468060524,-1.44132599710,-1.44354147123,-1.43672245023,-1.44448630728,-1.45927772820,-1.44014472920
04 Jan 20:00,-1.45076154782,-1.45154627224,-1.44658327138,-1.45309965607,-1.45524962486,-1.44857424182,-1.45642352742,-1.47141082766,-1.45215474885
04 Jan 21:00,-2.39508014160,-2.39780420260,-2.39136130180,-2.39986548660,-2.40484194135,-2.39593099425,-2.40327829868,-2.42426734983,-2.39945081566
04 Jan 22:00,-2.62792929686,-2.62653686399,-2.62378918030,-2.62886234572,-2.62875248711,-2.62447730490,-2.63414041160,-2.64835570248,-2.63004214377
04 Jan 23:00,-2.69024410792,-2.68649526831,-2.68633482834,-2.68871818985,-2.68557475748,-2.68458289715,-2.69526520806,-2.70475255518,-2.69147202803
05 Jan 00:00,-2.71837561220,-2.71380117373,-2.71473428526,-2.71592117062,-2.71167652532,-2.71207762798,-2.72289898202,-2.73034865554,-2.719400097
05 Jan 01:00,-2.73358854812,-2.72872484224,-2.73016498449,-2.73076417944,-2.72611029217,-2.72715832255,-2.73790598433,-2.74443241602,-2.73463423063
05 Jan 02:00,-2.74442970425,-2.73958919178,-2.7412027692,-2.74156904308,-2.73691226263,-2.73817932424,-2.74870788294,-2.75495083285,-2.74563332148
05 Jan 03:00,-2.75251494388,-2.74774685790,-2.74946002341,-2.74961422975,-2.74496401143,-2.74640388896,-2.75646129471,-2.76199549501,-2.75355591468
05 Jan 04:00,-2.75813899752,-2.75343059912,-2.75524509680,-2.75519877451,-2.75055214600,-2.75215745152,-2.76183733765,-2.76679123869,-2.75908995782
05 Jan 05:00,-2.76403254318,-2.75950151592,-2.76130152604,-2.76123984201,-2.75680644861,-2.75838029330,-2.76785965057,-2.77301171954,-2.76527111344
05 Jan 06:00,-2.22298269638,-2.21772881003,-2.22043199806,-2.21911022042,-2.21354410630,-2.21641213581,-2.22575789557,-2.22811798374,-2.2233556652
05 Jan 07:00,-1.83844871402,-1.83501116934,-1.83601549895,-1.83624834988,-1.83295145596,-1.83367320878,-1.84241032825,-1.84841278868,-1.84005292724
05 Jan 08:00,-1.55598893544,-1.55476941866,-1.55373831369,-1.55576997829,-1.55512998988,-1.55337344866,-1.56042546956,-1.56925706294,-1.55817083831
05 Jan 09:00,-1.41462862874,-1.41692851910,-1.41522851932,-1.41027781943,-1.41300472485,-1.41287639279,-1.38153433959,-1.39290252367,-1.4078335809
05 Jan 10:00,-1.29040649709,-1.29935806504,-1.30205613952,-1.26581360151,-1.28255250653,-1.29208978379,-0.383647235492,-1.22975910715,-1.27813618560
05 Jan 11:00,-1.13989112323,-1.15969166638,-1.16769758578,-1.03931907216,-1.12535370753,-1.15072641729,-0.133969122218,-0.203030716303,-1.13194292334
05 Jan 12:00,-0.99244312542,-1.05128275927,-1.06150419027,-0.212426510556,-1.00960145925,-1.04456299594,-0.254385228366,-0.159598792395,-1.02449825189
05 Jan 13:00,-0.999076234427,-1.05116251228,-1.06704392920,-0.585545409917,-0.648578348431,-1.05733501015,-0.630995672503,-0.532273055066,-1.04103211442
05 Jan 14:00,-1.15591846045,-1.15199557320,-1.16280328218,-1.05910332246,-1.04891193238,-1.15947402098,-1.14376447095,-1.00937932941,-1.15260582137
05 Jan 15:00,-1.25294507769,-1.24957963708,-1.24363137411,-1.25524190042,-1.25263481468,-1.25052999991,-1.25241507305,-1.25016408168,-1.24802852861
05 Jan 16:00,-1.31212124392,-1.31304962578,-1.30696322121,-1.31409173628,-1.31586104238,-1.30836746280,-1.31473284005,-1.32427692007,-1.30941720518
05 Jan 17:00,-1.35657496047,-1.35681261639,-1.35083501572,-1.35809786479,-1.35912694403,-1.35173165889,-1.35935311234,-1.36965364025,-1.35347019066
05 Jan 18:00,-1.36207016315,-1.36135583988,-1.35603013523,-1.36261761245,-1.36241126255,-1.35590832845,-1.36388944531,-1.37230038203,-1.35774163748
05 Jan 19:00,-1.35700900457,-1.35590980130,-1.35089785187,-1.35713287861,-1.35641735604,-1.35034008738,-1.35836713943,-1.36594754817,-1.35216561333
05 Jan 20:00,-1.36934880130,-1.36827655854,-1.36335524739,-1.36960716104,-1.36904619110,-1.36296866517,-1.37134360756,-1.38012200250,-1.36527082664
05 Jan 21:00,-2.26069118272,-2.26151105635,-2.25534601006,-2.26318447698,-2.26527490355,-2.25733004758,-2.26468001823,-2.27830479656,-2.25923814390
05 Jan 22:00,-2.50879156972,-2.50549827278,-2.50298444476,-2.50736559312,-2.50431093159,-2.50100281246,-2.51051160274,-2.51684335236,-2.50475150606
05 Jan 23:00,-2.56255770094,-2.55704918399,-2.55687325450,-2.55891557843,-2.55307766050,-2.55269350843,-2.56342845202,-2.56592549408,-2.55786407098
06 Jan 00:00,-2.58070120393,-2.57438823601,-2.57552280768,-2.57609713928,-2.56915853454,-2.57043125493,-2.58103681597,-2.58120138693,-2.57600816035
06 Jan 01:00,-2.58871294438,-2.58221513668,-2.58395941632,-2.58378547199,-2.57653713554,-2.57858567454,-2.58879182226,-2.58782511503,-2.58419708299
06 Jan 02:00,-2.58319026784,-2.57672991698,-2.57882022017,-2.57814671867,-2.57085055217,-2.57336313562,-2.58297634263,-2.58109486068,-2.57876612184
06 Jan 03:00,-2.57651843592,-2.57019740109,-2.57251138915,-2.57145566797,-2.56423284391,-2.56706390886,-2.57600382314,-2.57331686321,-2.57215381281
06 Jan 04:00,-2.57272418305,-2.56663385353,-2.56906541803,-2.56775884156,-2.56074378091,-2.56374562552,-2.57204230036,-2.56888378475,-2.56853538689
06 Jan 05:00,-2.56962074186,-2.56384685963,-2.56629887732,-2.56490847582,-2.55827089367,-2.56127164932,-2.56913157691,-2.56624074876,-2.56595623536
06 Jan 06:00,-2.02360465349,-2.01733683853,-2.02065764440,-2.01802939932,-2.01055391875,-2.01477496946,-2.02225906521,-2.01694190761,-2.01946200602
06 Jan 07:00,-1.63638513457,-1.63178018605,-1.63366232362,-1.63216878455,-1.62663800780,-1.62913531687,-1.63546190526,-1.63221832164,-1.63281924128
06 Jan 08:00,-1.34699644239,-1.34447898396,-1.34450913018,-1.34456538580,-1.34147659646,-1.34176127607,-1.34626929905,-1.34517641715,-1.34378491712
06 Jan 09:00,-1.22667070865,-1.22688376022,-1.22438578114,-1.22661911577,-1.22680902705,-1.22402370928,-1.22581588871,-1.22696494056,-1.22341969089
06 Jan 10:00,-1.18133627579,-1.18258112576,-1.17921482813,-1.18176090479,-1.18302463052,-1.17934408244,-1.17707239874,-1.17746188048,-1.17632282016
06 Jan 11:00,-1.15054838100,-1.15210110210,-1.14862150357,-1.14985870130,-1.15120445931,-1.14791481413,-1.13970774413,-1.13120734324,-1.14115424460
06 Jan 12:00,-1.12457853281,-1.12639825280,-1.12280798593,-1.12310133278,-1.12616588288,-1.12256724337,-1.11699004278,-1.11009893754,-1.11645456256
06 Jan 13:00,-1.11825681713,-1.12018073749,-1.11648864178,-1.11946815720,-1.12163075566,-1.11742371234,-1.11632024988,-1.11672324009,-1.11427578646
06 Jan 14:00,-1.10957016592,-1.11136418228,-1.10793473298,-1.11073561035,-1.11277572131,-1.10885557527,-1.10792834279,-1.10873328533,-1.10610504170
06 Jan 15:00,-1.09086930941,-1.08607307138,-1.08872231441,-1.09130301514,-1.08521930431,-1.08885090269,-1.08950171033,-1.07830409785,-1.08719495752
06 Jan 16:00,-1.11824523461,-1.12009421819,-1.11689148673,-1.12005119096,-1.12242896693,-1.11853073069,-1.11917432282,-1.12406418738,-1.11773045146
06 Jan 17:00,-1.16453765243,-1.16638313941,-1.16332292072,-1.16645816029,-1.16890957807,-1.16509932503,-1.16618870310,-1.17226393603,-1.16487451630
06 Jan 18:00,-1.17564144405,-1.17678841185,-1.17452202981,-1.17684240759,-1.17840436365,-1.17559012019,-1.17695897620,-1.18167471977,-1.17576472525
06 Jan 19:00,-1.17307554457,-1.17398240883,-1.17204008963,-1.17404568488,-1.17532012683,-1.17289101839,-1.17439833681,-1.17879377839,-1.17329815683
06 Jan 20:00,-1.17949682956,-1.18033388009,-1.17853076207,-1.18040772625,-1.18160558819,-1.17933366513,-1.18085904727,-1.18518306622,-1.17983304324
06 Jan 21:00,-1.82206495318,-1.82425610586,-1.82126718954,-1.82468061455,-1.82783188149,-1.82384258656,-1.82508202097,-1.83346784397,-1.82420463911
06 Jan 22:00,-2.28408814994,-2.28377563470,-2.28327153273,-2.28450093727,-2.28467504482,-2.28367841122,-2.28659891160,-2.29172758587,-2.28580381922
06 Jan 23:00,-2.34759269090,-2.34484102866,-2.34670193397,-2.34561648697,-2.34273205601,-2.34471542262,-2.34902705827,-2.34993337182,-2.34823791427
07 Jan 00:00,-2.37266977808,-2.36887707773,-2.37173641934,-2.36965145292,-2.36544855734,-2.36870181908,-2.37360891558,-2.3726397276,-2.37280887111
07 Jan 01:00,-2.38939159179,-2.38522002352,-2.38843508223,-2.38605063320,-2.38141964207,-2.38508357396,-2.39043475488,-2.38928415547,-2.38962458133
07 Jan 02:00,-2.40244714592,-2.39817109138,-2.4015362256,-2.39901635984,-2.39426724170,-2.39810336984,-2.40352719841,-2.40228797821,-2.40276784730
07 Jan 03:00,-2.40983143043,-2.40552335032,-2.40897359026,-2.40634274374,-2.40153514480,-2.40548645362,-2.41083936014,-2.40936806419,-2.41013384657
07 Jan 04:00,-2.41523413823,-2.41103051062,-2.41442373683,-2.41183102867,-2.40714156024,-2.41102584928,-2.41624279586,-2.41481191903,-2.41558144915
07 Jan 05:00,-2.42552216151,-2.42150154219,-2.42476557114,-2.42231792094,-2.41787814140,-2.42157660566,-2.42674688702,-2.42580575088,-2.42613488448
07 Jan 06:00,-2.44206484108,-2.43825439002,-2.44136604146,-2.43907744548,-2.43491411477,-2.43840327192,-2.44346609433,-2.44298477489,-2.44290688207
07 Jan 07:00,-2.44797373129,-2.44433421513,-2.44733176866,-2.44513463851,-2.44117400456,-2.44452223725,-2.44941125520,-2.44910212851,-2.44890378893
07 Jan 08:00,-2.45067692155,-2.44717794410,-2.45008790045,-2.44793231087,-2.44411323760,-2.44737329142,-2.45201987328,-2.45160612750,-2.45155971738
07 Jan 09:00,-2.44905843467,-2.4456130867,-2.44854988536,-2.44538170451,-2.44119691886,-2.44494231256,-2.44608734848,-2.43891640271,-2.44611748613
07 Jan 10:00,-2.44075144229,-2.43735148946,-2.44027934770,-2.43657116891,-2.43213851889,-2.43613037558,-2.43537985065,-2.42391927750,-2.43538287518
07 Jan 11:00,-2.42658913515,-2.42329887736,-2.42616641943,-2.42216181094,-2.41779322478,-2.42182874759,-2.41891269822,-2.4057014231,-2.42012744834
07 Jan 12:00,-2.42283949813,-2.41971327672,-2.42252446526,-2.41723758619,-2.41425939136,-2.41823226143,-2.41541501888,-2.40189041775,-2.41639267134
07 Jan 13:00,-2.42067081947,-2.41765146214,-2.42048163875,-2.41489300158,-2.41059596927,-2.41598331626,-2.41228776964,-2.39687553095,-2.41331705776
07 Jan 14:00,-2.41808609996,-2.41449392588,-2.41797293276,-2.40764103746,-2.40271569643,-2.41362438030,-2.41117082415,-2.38951717223,-2.41101993293
07 Jan 15:00,-2.42278014156,-2.41272484807,-2.42214964767,-2.41968714971,-2.40892483026,-2.41921257516,-2.41887406500,-2.40207592205,-2.41860517621
07 Jan 16:00,-2.43176827142,-2.42935620481,-2.43147603718,-2.42973242326,-2.42700522863,-2.42947217198,-2.43187657459,-2.42973869438,-2.43167888848
07 Jan 17:00,-2.43979208953,-2.43755099859,-2.43953722302,-2.43812190084,-2.43576611467,-2.43791709738,-2.44127460601,-2.44189298945,-2.44110538153
07 Jan 18:00,-2.45130522837,-2.44919471006,-2.45108115227,-2.44978520999,-2.44763142771,-2.44962149231,-2.45303622165,-2.45426639539,-2.45289653814
07 Jan 19:00,-2.46747859923,-2.46550794783,-2.46728091851,-2.46610644131,-2.46414422872,-2.46597510148,-2.46935119957,-2.47097372836,-2.46923509106
07 Jan 20:00,-2.47446112287,-2.47272630165,-2.47429223344,-2.47335183371,-2.47171175653,-2.47325735924,-2.4765612689,-2.47879648214,-2.47646861955
07 Jan 21:00,-2.4784684185,-2.47684531191,-2.47831317812,-2.47742143107,-2.47587552118,-2.47733452000,-2.48033796422,-2.48228614267,-2.48025506288
07 Jan 22:00,-2.47991192335,-2.47828737240,-2.47977448543,-2.47885922836,-2.47731271448,-2.47879232212,-2.48182748061,-2.48381301141,-2.48176159134
07 Jan 23:00,-2.48810383665,-2.48664802129,-2.48799551275,-2.48729736678,-2.48603493750,-2.48727556962,-2.49049954716,-2.49345750550,-2.49046058307
08 Jan 00:00,-2.50137994221,-2.49998177842,-2.50127990262,-2.50060491753,-2.49938801487,-2.50058793385,-2.50364334046,-2.50642817842,-2.50361077490
08 Jan 01:00,-2.50351936868,-2.50202913374,-2.50341121441,-2.50254758950,-2.50111571435,-2.50250433187,-2.50521628703,-2.50690443155,-2.50517426613
08 Jan 02:00,-2.50365963741,-2.50219372152,-2.50356352586,-2.50274455505,-2.50136984533,-2.50271919845,-2.50555988110,-2.50756258355,-2.50552886187
08 Jan 03:00,-2.50784735630,-2.50655355760,-2.50776643661,-2.50716313932,-2.50604903570,-2.50716269219,-2.51005181628,-2.51273274309,-2.51003331733
08 Jan 04:00,-2.50913777207,-2.50779486571,-2.50904689292,-2.50832570201,-2.50706935725,-2.50830035453,-2.51087148519,-2.51268257055,-2.51084203014
08 Jan 05:00,-2.50868294548,-2.50729295891,-2.50859457878,-2.50783170696,-2.50651981503,-2.50780960533,-2.51046248104,-2.51225374117,-2.51043576640
08 Jan 06:00,-2.51218407910,-2.51095289841,-2.51210994409,-2.51157036060,-2.51052204096,-2.51157538401,-2.51438151239,-2.51703127009,-2.51436704352
08 Jan 07:00,-2.51944253642,-2.51830871997,-2.51937423025,-2.51896102246,-2.51805786774,-2.51897671682,-2.52179552637,-2.52480101560,-2.52178553736
08 Jan 08:00,-2.52910126140,-2.52792122423,-2.52904113816,-2.52849951056,-2.52747177877,-2.52851291060,-2.53108353112,-2.53335863277,-2.53108006648
08 Jan 09:00,-2.50053176733,-2.50007620932,-2.50301765625,-2.49374859538,-2.49254483415,-2.49808441289,-2.46852965588,-2.46774431529,-2.49316447618
08 Jan 10:00,-2.41055346389,-2.41541863923,-2.42288515455,-2.38676375290,-2.39651269893,-2.41101173100,-1.63473085741,-2.34628285969,-2.40007125242
08 Jan 11:00,-2.23777294359,-2.25022523526,-2.26086641613,-2.15687078292,-2.21927580752,-2.24478383800,-1.42358865819,-1.47216826276,-2.23069981887
08 Jan 12:00,-1.99568231123,-2.03609536802,-2.04799022446,-1.91285433011,-1.99895990262,-2.03147377776,-1.43736229357,-1.35559154658,-2.01437606189
08 Jan 13:00,-1.83341634400,-1.89043369365,-1.91476542530,-1.31519761506,-1.38538748755,-1.89974662403,-1.37747735967,-1.24771866157,-1.88109176358
08 Jan 14:00,-1.86924815434,-1.83548854086,-1.89035533322,-1.48327062139,-1.43744900170,-1.88242318467,-1.85895961055,-1.39103080556,-1.87556698368
08 Jan 15:00,-2.14779042605,-2.04735857293,-2.14035930125,-2.14834254259,-2.04410342187,-2.14244148589,-2.14262860835,-2.00986107995,-2.13876659099
08 Jan 16:00,-2.36453957936,-2.36516067956,-2.36179490560,-2.36728537465,-2.36857433423,-2.3643018617,-2.36664903049,-2.36938302368,-2.36379825436
